ConfidenceIntervalTransitionalProbabilitiestableFor-output9cluster1of9.csv,I,bII,II,bIII,III,IV,bV,V,bVI,VI,bVII,VII
I,0.1801-0.2812,0.0487-0.1232,0.0329-0.0819,0.2437-0.3636,0.0733-0.1476,0.0675-0.1555,-0.0028-0.0606,-0.0009-0.0077,0.0003-0.0344,-0.0007-0.0403,-0.0006-0.0047,0.0048-0.0482
bII,-0.1235-0.4985,-0.0577-0.8077,0.0-0.0,0.0-0.0,-0.1706-0.4206,0.0-0.0,0.0-0.0,-0.0853-0.2103,-0.0685-0.3185,-0.0685-0.3185,0.0-0.0,0.0-0.0
II,0.0779-0.1949,0.0907-0.182,0.041-0.1272,0.0114-0.0509,0.4713-0.6164,0.0155-0.0541,-0.0074-0.0374,-0.0016-0.0126,-0.0012-0.0035,0.0-0.0,-0.0023-0.011,-0.0019-0.0059
bIII,-0.0195-0.0788,0.0556-0.5222,-0.0153-0.0419,-0.01-0.2131,-0.0293-0.4293,0.0-0.0,0.0-0.0,-0.017-0.0466,0.0039-0.2243,-0.0033-0.0091,0.0046-0.3093,-0.0372-0.1928
III,-0.0036-0.03,0.0241-0.096,0.0156-0.0652,0.0207-0.0886,-0.0014-0.0219,0.7393-0.8648,0.0-0.0,0.0-0.0,-0.0012-0.0148,-0.0032-0.0096,0.0-0.0,-0.0073-0.022
IV,0.2626-0.4014,0.0486-0.1372,0.0875-0.2361,0.1129-0.2041,0.1157-0.2109,0.0003-0.0241,-0.0014-0.0042,0.0-0.0,-0.0013-0.0121,-0.0023-0.0173,-0.0012-0.0132,0.0229-0.0921
bV,-0.068-0.1834,-0.0605-0.163,0.0-0.0,0.0783-0.6408,-0.0217-0.4258,0.0-0.0,0.0088-0.5363,0.0-0.0,0.0-0.0,-0.0315-0.0851,-0.0355-0.0957,0.0-0.0
V,0.4852-0.6151,0.0082-0.0526,0.0403-0.1018,0.0356-0.092,0.1497-0.2379,0.0261-0.0702,-0.0001-0.006,0.0-0.0,-0.0011-0.0114,-0.001-0.0136,0.0003-0.0178,-0.0004-0.0181
bVI,0.2343-0.7088,-0.0617-0.1728,0.0-0.0,-0.0617-0.1728,-0.036-0.286,-0.0617-0.1728,0.0-0.0,-0.0103-0.0288,-0.0308-0.0864,-0.0198-0.0555,-0.0004-0.2173,-0.0476-0.1944
VI,0.0668-0.184,0.3282-0.4956,0.0139-0.0784,0.1218-0.2383,0.0324-0.1263,0.0784-0.1686,-0.0039-0.0379,-0.0073-0.022,0.0-0.0,-0.0014-0.0042,-0.0023-0.0098,-0.0014-0.0042
bVII,0.0696-0.3581,-0.0162-0.1627,-0.0224-0.1057,0.027-0.1992,-0.0208-0.1466,0.0884-0.4116,-0.017-0.049,0.0-0.0,0.0007-0.1752,0.0-0.0,-0.0172-0.0495,0.0147-0.1969
VII,0.0-0.0,-0.0497-0.1886,0.4316-0.8668,-0.0041-0.0115,-0.0129-0.0461,-0.0225-0.1187,-0.0068-0.192,0.0-0.0,-0.0617-0.1728,0.0-0.0,0.0-0.0,-0.0529-0.1825
