ConfidenceIntervalTransitionalProbabilitiestableFor-output8cluster7of8.csv,I,bII,II,bIII,III,IV,bV,V,bVI,VI,bVII,VII
I,0.2032-0.3092,0.0572-0.134,0.0304-0.079,0.2229-0.3403,0.0667-0.1385,0.0793-0.1685,-0.0028-0.0606,-0.0009-0.0077,0.0003-0.0344,-0.0021-0.0269,-0.0006-0.0047,0.0027-0.0354
bII,-0.1235-0.4985,-0.0577-0.8077,0.0-0.0,0.0-0.0,-0.1706-0.4206,0.0-0.0,0.0-0.0,-0.0853-0.2103,-0.0685-0.3185,-0.0685-0.3185,0.0-0.0,0.0-0.0
II,0.0987-0.2337,0.0923-0.1847,0.0348-0.1211,0.0109-0.0491,0.4443-0.5986,0.0147-0.0512,-0.0084-0.0372,-0.0016-0.0128,-0.0012-0.0035,0.0-0.0,-0.0024-0.0112,-0.002-0.006
bIII,-0.0195-0.0788,0.0556-0.5222,-0.0153-0.0419,-0.01-0.2131,-0.0293-0.4293,0.0-0.0,0.0-0.0,-0.017-0.0466,0.0039-0.2243,-0.0033-0.0091,0.0046-0.3093,-0.0372-0.1928
III,-0.0036-0.03,0.0146-0.0724,0.0183-0.0747,0.0167-0.0832,-0.0014-0.0219,0.7716-0.8838,0.0-0.0,0.0-0.0,-0.0012-0.0148,0.0-0.0,0.0-0.0,0.0-0.0
IV,0.2682-0.4087,0.0497-0.1382,0.0701-0.1998,0.1246-0.2175,0.1243-0.2252,0.0003-0.0241,0.0-0.0,0.0-0.0,-0.0013-0.0121,-0.0023-0.0173,-0.002-0.0098,0.0218-0.0911
bV,-0.0947-0.2447,-0.0841-0.2175,0.0-0.0,-0.0309-0.5657,-0.0279-0.5533,0.0-0.0,-0.0477-0.5564,0.0-0.0,0.0-0.0,-0.0439-0.1135,-0.0494-0.1276,0.0-0.0
V,0.466-0.5953,0.0085-0.0541,0.0433-0.1063,0.0342-0.0921,0.1644-0.2566,0.024-0.0668,-0.0001-0.0062,0.0-0.0,-0.0012-0.0117,-0.0016-0.0134,0.0003-0.0184,-0.0004-0.0187
bVI,0.2542-0.7444,-0.0659-0.1835,0.0-0.0,-0.0659-0.1835,-0.0384-0.3031,0.0-0.0,0.0-0.0,-0.011-0.0306,-0.0329-0.0918,-0.0212-0.059,-0.0003-0.2299,-0.0508-0.2063
VI,0.0685-0.1855,0.2976-0.4631,0.0107-0.0739,0.1334-0.2519,0.0309-0.1232,0.0964-0.1956,-0.0039-0.0379,-0.0073-0.022,0.0-0.0,-0.0014-0.0042,-0.0023-0.0098,-0.0014-0.0042
bVII,0.077-0.3865,-0.013-0.0884,-0.0245-0.1147,0.0299-0.2153,-0.0227-0.159,0.0677-0.3907,-0.0186-0.0533,0.0-0.0,0.0008-0.1896,0.0-0.0,-0.0187-0.0538,0.0162-0.2129
VII,0.0-0.0,-0.0531-0.2002,0.4202-0.8839,0.0-0.0,-0.0138-0.049,-0.024-0.1259,-0.0226-0.1795,0.0-0.0,-0.0659-0.1835,0.0-0.0,0.0-0.0,-0.0565-0.1938
