ConfidenceIntervalTransitionalProbabilitiestableFor-output12cluster1of12.csv,I,bII,II,bIII,III,IV,bV,V,bVI,VI,bVII,VII
I,0.1959-0.3117,0.0442-0.1224,0.0298-0.0837,0.2074-0.328,0.0667-0.1435,0.0883-0.1875,-0.0006-0.0731,-0.0011-0.0089,-0.0028-0.0336,-0.0025-0.031,-0.0007-0.0054,0.0019-0.0393
bII,-0.1235-0.4985,-0.0577-0.8077,0.0-0.0,0.0-0.0,-0.1706-0.4206,0.0-0.0,0.0-0.0,-0.0853-0.2103,-0.0685-0.3185,-0.0685-0.3185,0.0-0.0,0.0-0.0
II,0.0776-0.2118,0.0861-0.189,0.0263-0.119,0.0087-0.0492,0.4646-0.627,0.0123-0.0499,-0.0098-0.0434,-0.0018-0.0079,-0.0014-0.0041,-0.005-0.0148,-0.0028-0.013,-0.0023-0.007
bIII,-0.0373-0.1313,0.0589-0.5694,-0.0181-0.0489,-0.0163-0.1481,-0.0342-0.4958,0.0-0.0,0.0-0.0,-0.0202-0.0543,0.0053-0.258,-0.0039-0.0106,-0.0438-0.2906,-0.0605-0.163
III,-0.0041-0.0346,0.0068-0.0511,0.0143-0.0704,0.0103-0.0662,-0.0016-0.0252,0.7832-0.9006,0.0-0.0,0.0-0.0,-0.0051-0.0433,0.0-0.0,0.0-0.0,0.0-0.0
IV,0.2704-0.4231,0.0542-0.1552,0.0447-0.1753,0.1304-0.233,0.1233-0.2229,0.0013-0.0177,0.0-0.0,0.0-0.0,-0.0015-0.0141,-0.0027-0.0201,-0.0024-0.0114,0.0155-0.0912
bV,-0.0837-0.2201,-0.0744-0.1956,0.0-0.0,-0.0282-0.5143,0.0308-0.6286,0.0-0.0,-0.0428-0.5053,0.0-0.0,0.0-0.0,-0.0388-0.1021,-0.0437-0.1148,0.0-0.0
V,0.4604-0.6022,0.0101-0.0585,0.0394-0.106,0.0264-0.0834,0.1643-0.2661,0.0255-0.0737,0.0004-0.0085,-0.001-0.0029,-0.0029-0.0086,-0.0018-0.0153,-0.0009-0.0187,-0.0009-0.0208
bVI,0.1923-0.7346,-0.0829-0.2257,0.0-0.0,-0.0829-0.2257,-0.0669-0.2454,0.0-0.0,0.0-0.0,-0.0138-0.0376,-0.0414-0.1129,-0.0266-0.0726,0.0004-0.2785,-0.064-0.2528
VI,0.0801-0.2126,0.2479-0.3984,0.0125-0.085,0.1549-0.2873,0.0255-0.0957,0.1081-0.2143,-0.0046-0.0437,-0.0085-0.0254,0.0-0.0,-0.0016-0.0048,-0.0027-0.0113,-0.0016-0.0048
bVII,0.0913-0.4383,-0.0142-0.0528,-0.0284-0.1316,0.0186-0.1981,-0.039-0.163,0.0803-0.4435,-0.0215-0.0612,0.0-0.0,-0.0292-0.1516,0.0-0.0,-0.0218-0.0619,0.0018-0.2125
VII,-0.0617-0.1728,-0.0497-0.1886,0.3853-0.8464,0.0-0.0,-0.0129-0.0461,-0.0225-0.1187,-0.0212-0.1693,0.0-0.0,-0.0617-0.1728,0.0-0.0,0.0-0.0,-0.0529-0.1825
