ConfidenceIntervalTransitionalProbabilitiestableFor-output10cluster2of10.csv,I,bII,II,bIII,III,IV,bV,V,bVI,VI,bVII,VII
I,0.2002-0.3113,0.0468-0.1241,0.029-0.0801,0.2269-0.3505,0.0681-0.1457,0.0846-0.1808,0.0024-0.0284,-0.001-0.0085,0.0004-0.0378,-0.0024-0.0295,-0.0006-0.0052,0.0018-0.0374
bII,-0.1235-0.4985,-0.0577-0.8077,0.0-0.0,0.0-0.0,-0.1706-0.4206,0.0-0.0,0.0-0.0,-0.0853-0.2103,-0.0685-0.3185,-0.0685-0.3185,0.0-0.0,0.0-0.0
II,0.0831-0.2125,0.0937-0.1929,0.0345-0.1285,0.0071-0.0448,0.4697-0.6274,0.0116-0.0473,-0.0024-0.0096,-0.0018-0.0141,-0.0013-0.0039,0.0-0.0,-0.0026-0.0123,-0.0022-0.0066
bIII,-0.0195-0.0788,0.0556-0.5222,-0.0153-0.0419,-0.01-0.2131,-0.0293-0.4293,0.0-0.0,0.0-0.0,-0.017-0.0466,0.0039-0.2243,-0.0033-0.0091,0.0046-0.3093,-0.0372-0.1928
III,-0.0053-0.0211,0.0161-0.0793,0.0159-0.07,0.0098-0.0613,-0.0014-0.013,0.7969-0.9036,0.0-0.0,0.0-0.0,-0.0014-0.0163,0.0-0.0,0.0-0.0,0.0-0.0
IV,0.2606-0.4085,0.0502-0.1453,0.0677-0.2069,0.12-0.2174,0.1221-0.2284,0.0004-0.0151,0.0-0.0,0.0-0.0,-0.0014-0.0131,-0.0025-0.0187,-0.0022-0.0106,0.0219-0.0966
bV,-0.0947-0.2447,-0.0841-0.2175,0.0-0.0,-0.0309-0.5657,-0.0279-0.5533,0.0-0.0,-0.0477-0.5564,0.0-0.0,0.0-0.0,-0.0439-0.1135,-0.0494-0.1276,0.0-0.0
V,0.4696-0.6076,0.0059-0.0501,0.0434-0.1111,0.0309-0.0903,0.1585-0.2555,0.0227-0.0682,-0.0003-0.0043,0.0-0.0,-0.0013-0.0127,-0.0017-0.0145,0.0003-0.0199,-0.0009-0.0198
bVI,0.2542-0.7444,-0.0659-0.1835,0.0-0.0,-0.0659-0.1835,-0.0384-0.3031,0.0-0.0,0.0-0.0,-0.011-0.0306,-0.0329-0.0918,-0.0212-0.059,-0.0003-0.2299,-0.0508-0.2063
VI,0.0758-0.2027,0.2986-0.4719,0.0119-0.0809,0.1386-0.266,0.0229-0.0882,0.0928-0.1952,-0.0039-0.0218,-0.0081-0.0242,0.0-0.0,-0.0015-0.0046,-0.0025-0.0108,-0.0015-0.0046
bVII,0.0812-0.4023,-0.0137-0.0923,-0.0256-0.1198,0.0165-0.1813,-0.0352-0.1484,0.0714-0.4069,-0.0195-0.0557,0.0-0.0,0.0009-0.1978,0.0-0.0,-0.0197-0.0563,0.0172-0.222
VII,0.0-0.0,-0.057-0.2133,0.4083-0.9042,0.0-0.0,-0.0177-0.0489,-0.0354-0.0979,-0.0242-0.1909,0.0-0.0,-0.0707-0.1957,0.0-0.0,0.0-0.0,-0.0607-0.2065
