ConfidenceIntervalTransitionalProbabilitiestableFor-output8cluster1of8.csv,I,bII,II,bIII,III,IV,bV,V,bVI,VI,bVII,VII
I,0.2593-0.3781,0.0246-0.1013,0.0061-0.0386,0.1727-0.3014,0.0737-0.1703,0.0059-0.0731,0.0-0.0,-0.0005-0.0032,-0.0036-0.0509,-0.0008-0.0023,0.0009-0.0097,0.097-0.219
bII,-0.1591-0.54,-0.1034-0.2462,-0.0345-0.0821,0.0-0.0,-0.0689-0.1641,0.0-0.0,0.0-0.0,-0.0513-0.3847,0.0-0.0,-0.0422-0.5469,-0.0988-0.5941,0.0-0.0
II,0.0622-0.2398,0.0551-0.1839,-0.008-0.1328,0.0757-0.2712,0.2827-0.5203,-0.0064-0.1215,-0.0033-0.0098,0.0-0.0,-0.0017-0.0149,0.0-0.0,0.0-0.0,0.0033-0.0462
bIII,0.044-0.3213,-0.0176-0.2142,-0.0082-0.0235,0.1121-0.4254,-0.0082-0.1602,0.0-0.0,-0.0408-0.1177,0.0-0.0,0.0249-0.171,0.0-0.0,-0.009-0.1742,0.0191-0.2762
III,-0.0174-0.1042,0.0451-0.3475,0.0369-0.2121,0.052-0.356,0.0086-0.249,0.0497-0.2503,-0.023-0.1897,0.0-0.0,-0.0322-0.1572,0.0-0.0,-0.0049-0.0142,0.0-0.0
IV,0.4545-0.5908,0.0127-0.0444,0.0039-0.0548,0.0897-0.1652,0.1162-0.2244,0.0042-0.054,-0.0016-0.0048,-0.0005-0.0016,-0.0008-0.0303,-0.0018-0.0053,0.001-0.0146,0.0309-0.0946
bV,0.0-0.0,0.0-0.0,-0.2063-0.5463,-0.2086-0.8753,0.0-0.0,-0.2618-0.5951,-0.1636-0.3719,-0.109-0.3108,-0.0654-0.1488,-0.0654-0.1488,-0.0654-0.1488,0.0-0.0
V,0.2605-0.403,0.0153-0.0836,0.0026-0.038,0.1083-0.2287,0.1948-0.318,0.0208-0.0706,-0.0004-0.0013,-0.001-0.0031,0.0016-0.0508,-0.0019-0.0056,-0.0039-0.0709,0.0246-0.0895
bVI,-0.0019-0.2164,-0.0517-0.147,0.0-0.0,-0.0377-0.1212,-0.0012-0.26,-0.0312-0.1742,-0.004-0.0113,-0.0287-0.1295,0.0379-0.3837,-0.0448-0.1547,0.0341-0.2443,0.0015-0.2855
VI,0.0174-0.1555,0.0964-0.3324,0.0139-0.1478,0.0952-0.3204,0.0381-0.2205,0.0306-0.141,-0.0002-0.0007,0.0-0.0,0.0-0.0,0.0-0.0,-0.0278-0.0818,0.0521-0.2842
bVII,0.0127-0.0559,-0.0052-0.0264,0.0-0.0,0.8366-0.9228,0.0019-0.0301,-0.0023-0.0136,-0.0003-0.009,0.0-0.0,-0.0014-0.0226,0.0-0.0,-0.0054-0.0323,0.005-0.0458
VII,0.0713-0.7287,0.0-0.0,-0.0682-0.3182,-0.0631-0.1631,-0.0631-0.1631,-0.0325-0.1065,-0.0227-0.2717,0.0-0.0,-0.0453-0.2068,-0.1262-0.3262,-0.0097-0.0251,0.0-0.0
