ConfidenceIntervalTransitionalProbabilitiestableFor-output6cluster6of6.csv,I,bII,II,bIII,III,IV,bV,V,bVI,VI,bVII,VII
I,0.3063-0.3918,0.0248-0.0627,0.0079-0.0392,0.2655-0.3535,0.1574-0.2381,0.0154-0.0473,-0.0002-0.001,-0.0002-0.0016,0.0082-0.0404,-0.0001-0.0003,0.0006-0.0076,0.0027-0.0149
bII,-0.1531-0.542,0.0-0.0,0.0-0.0,-0.1654-0.3939,-0.0689-0.1641,0.0-0.0,0.0-0.0,-0.0616-0.387,0.0-0.0,-0.0535-0.3387,-0.0317-0.3909,-0.1865-0.5039
II,0.1527-0.3427,0.0757-0.1965,0.0155-0.1234,0.1564-0.3701,0.0641-0.1653,0.0292-0.1568,0.0-0.0,-0.0158-0.0472,-0.0166-0.0628,-0.0099-0.0295,0.0-0.0,-0.0147-0.0692
bIII,0.0401-0.3127,-0.0467-0.1336,-0.0069-0.0315,0.0886-0.4295,-0.0152-0.179,0.0-0.0,0.0-0.0,-0.0042-0.0121,0.0067-0.222,-0.0241-0.1297,0.0573-0.39,-0.0153-0.065
III,0.01-0.1188,0.0189-0.2011,0.0278-0.1503,0.2742-0.559,0.0149-0.1557,0.0908-0.3188,0.0-0.0,0.0-0.0,-0.027-0.0796,0.0-0.0,-0.003-0.0088,0.0-0.0
IV,0.6397-0.7171,0.0042-0.0277,0.0012-0.0321,0.1249-0.1778,0.0739-0.1188,0.0138-0.039,0.0-0.0,0.0-0.0,0.0005-0.0047,-0.0003-0.0061,-0.0002-0.0012,0.0005-0.0115
bV,-0.0615-0.3282,0.0-0.0,0.0-0.0,-0.0293-0.4293,0.0132-0.5202,0.0-0.0,0.0-0.0,-0.0-0.4326,0.0-0.0,-0.0254-0.0699,-0.0498-0.2394,-0.0763-0.2097
V,0.2965-0.4008,0.0181-0.0609,0.0016-0.0169,0.3052-0.426,0.1105-0.1798,0.0302-0.0897,-0.0003-0.0015,0.0-0.0,-0.0009-0.0029,-0.001-0.005,-0.0004-0.0155,-0.0048-0.0167
bVI,0.0208-0.3341,0.0-0.0,-0.0026-0.0074,-0.0444-0.1848,0.0856-0.4403,-0.0176-0.0666,-0.0145-0.0408,-0.0306-0.2763,0.0122-0.2096,-0.0298-0.1225,0.0227-0.2383,-0.0133-0.0843
VI,0.0959-0.251,0.0271-0.1153,0.05-0.184,0.0867-0.2246,0.2272-0.4276,0.0556-0.1432,-0.0039-0.0171,0.0-0.0,0.0-0.0,0.0-0.0,-0.0076-0.0227,0.0015-0.0799
bVII,0.0891-0.3043,-0.0089-0.0256,-0.0445-0.1279,0.0279-0.1806,0.0877-0.4502,-0.0013-0.212,-0.0413-0.131,0.0-0.0,-0.0101-0.0403,0.0-0.0,-0.0218-0.1694,0.0369-0.2138
VII,-0.1468-0.4385,-0.0799-0.2135,0.0-0.0,0.0-0.0,-0.0853-0.2103,-0.1706-0.4206,-0.0622-0.5536,0.0-0.0,-0.0613-0.2697,-0.1706-0.4206,0.0-0.0,-0.1706-0.4206
