ConfidenceIntervalTransitionalProbabilitiestableFor-output7cluster7of7.csv,I,bII,II,bIII,III,IV,bV,V,bVI,VI,bVII,VII
I,0.2823-0.3726,0.0444-0.0961,0.0082-0.0335,0.1908-0.2893,0.1144-0.199,0.0831-0.1667,0.0009-0.0102,-0.0001-0.0052,-0.0002-0.016,-0.005-0.0152,0.0005-0.0076,0.0069-0.0527
bII,0.0675-0.9116,-0.137-0.637,0.0-0.0,-0.1577-0.4285,-0.1421-0.3505,0.0-0.0,0.0-0.0,0.0-0.0,-0.0284-0.0701,0.0-0.0,0.0-0.0,0.0-0.0
II,0.0086-0.0394,0.0414-0.1026,-0.0006-0.0079,0.0119-0.0529,0.7967-0.8872,-0.0002-0.0139,-0.002-0.0061,-0.0012-0.0072,-0.0012-0.0058,-0.0022-0.0088,-0.0021-0.0106,-0.0038-0.0114
bIII,-0.0053-0.17,0.0148-0.342,-0.0659-0.1835,0.06-0.486,-0.0394-0.2316,0.0-0.0,0.0-0.0,-0.022-0.0612,0.0193-0.2513,0.0-0.0,-0.0307-0.0856,-0.0413-0.2992
III,0.0006-0.0836,0.0397-0.255,0.0478-0.1867,0.212-0.46,0.031-0.208,0.0686-0.2039,-0.0278-0.0818,-0.0266-0.083,-0.0185-0.0546,-0.0139-0.0409,0.0-0.0,-0.0127-0.0423
IV,0.2907-0.4091,0.0419-0.1194,0.0075-0.0618,0.1467-0.2285,0.1843-0.3021,-0.0007-0.0131,0.0-0.0,0.0-0.0,-0.0015-0.0487,0.0086-0.0359,0.0007-0.011,0.0058-0.0571
bV,0.0826-0.5315,-0.0579-0.1632,-0.029-0.0816,-0.0467-0.2572,0.1409-0.6134,0.0-0.0,-0.029-0.0816,0.0-0.0,-0.0579-0.1632,-0.029-0.0816,-0.029-0.0816,0.0-0.0
V,0.534-0.6405,0.0485-0.1189,0.0005-0.0105,0.0745-0.1449,0.1071-0.1729,0.0219-0.0621,-0.0011-0.0053,-0.0006-0.0017,-0.0004-0.0017,-0.0006-0.0036,-0.0051-0.019,-0.0006-0.0119
bVI,0.0164-0.4002,0.0-0.0,0.0-0.0,-0.0122-0.1936,0.1143-0.5876,-0.0617-0.1728,0.0-0.0,0.0-0.0,-0.0247-0.2655,0.0-0.0,-0.0221-0.111,-0.0302-0.2894
VI,0.0164-0.1116,0.4265-0.6239,0.0336-0.142,0.0723-0.2025,0.0185-0.0989,0.0512-0.1419,-0.0054-0.019,0.0-0.0,-0.0019-0.0057,0.0-0.0,-0.0011-0.0032,-0.0102-0.0513
bVII,0.0874-0.3146,-0.025-0.0727,0.0-0.0,0.0558-0.3075,0.0099-0.1563,0.069-0.3608,-0.0144-0.062,-0.0275-0.0799,0.0077-0.1836,0.0-0.0,-0.0275-0.1307,0.007-0.1884
VII,0.1107-0.7637,0.0-0.0,-0.0157-0.4313,0.0-0.0,0.0-0.0,-0.0281-0.1407,-0.0558-0.1467,0.0-0.0,0.0-0.0,-0.0558-0.1467,0.0-0.0,-0.0615-0.4771
