ConfidenceIntervalTransitionalProbabilitiestableFor-output8cluster8of8.csv,I,bII,II,bIII,III,IV,bV,V,bVI,VI,bVII,VII
I,0.2478-0.3398,0.0212-0.0702,0.0044-0.0321,0.3188-0.4306,0.1231-0.205,0.0082-0.0415,-0.0005-0.0025,-0.0002-0.0012,0.0204-0.0746,0.0-0.0,0.0009-0.0112,0.0069-0.0244
bII,-0.137-0.637,0.0-0.0,0.0-0.0,0.0-0.0,0.0-0.0,0.0-0.0,0.0-0.0,-0.0512-0.1262,0.0-0.0,-0.0302-0.3853,-0.047-0.3669,-0.0577-0.8077
II,0.0795-0.2475,0.0458-0.1938,-0.0151-0.1276,0.2667-0.553,0.0469-0.1555,-0.0033-0.0263,0.0-0.0,-0.0243-0.0714,-0.0304-0.0893,-0.0152-0.0446,0.0-0.0,-0.0153-0.1558
bIII,0.0301-0.2497,-0.0144-0.2213,-0.003-0.0088,0.1742-0.5126,-0.0204-0.1296,0.0-0.0,0.0-0.0,-0.0153-0.056,0.0098-0.1847,-0.0181-0.0526,0.0624-0.3384,-0.0155-0.0451
III,-0.009-0.089,-0.0298-0.2567,0.031-0.2374,0.2526-0.6756,0.0096-0.1498,0.001-0.1338,-0.0547-0.1547,0.0-0.0,-0.0547-0.1547,0.0-0.0,0.0-0.0,0.0-0.0
IV,0.7117-0.8025,0.0013-0.0465,-0.0001-0.0065,0.0578-0.1065,0.0637-0.1183,0.0042-0.02,0.0-0.0,0.0-0.0,0.0011-0.0075,-0.0002-0.0006,-0.0014-0.0057,0.0008-0.0381
bV,0.0-0.0,0.0-0.0,0.0-0.0,-0.1167-0.5612,-0.1167-0.5612,0.0-0.0,0.0-0.0,-0.0503-0.6726,0.0-0.0,0.0-0.0,-0.1216-0.3883,-0.1451-0.3673
V,0.4647-0.5957,0.0106-0.0716,-0.0035-0.0164,0.0841-0.1553,0.1275-0.2256,0.0372-0.127,-0.0006-0.0018,0.0-0.0,-0.0015-0.0044,-0.0009-0.009,0.0-0.0255,-0.0082-0.0282
bVI,0.0391-0.3225,0.0-0.0,-0.0022-0.0064,-0.0199-0.2434,0.0425-0.3182,0.0-0.0,-0.0123-0.035,0.002-0.2718,0.0199-0.1472,-0.0111-0.059,0.0388-0.2282,0.0002-0.2657
VI,0.0968-0.3352,0.0329-0.2049,0.0372-0.2459,0.0753-0.2817,0.0531-0.2406,0.0277-0.1419,-0.0074-0.0315,-0.0286-0.0842,0.0-0.0,0.0-0.0,-0.006-0.0246,-0.0025-0.131
bVII,0.1822-0.4563,-0.0067-0.0196,0.0-0.0,0.0345-0.1678,0.1019-0.3873,0.0228-0.2037,-0.0243-0.1211,0.0-0.0,-0.0264-0.1094,0.0-0.0,-0.0068-0.0745,0.0167-0.1423
VII,-0.1513-0.5255,-0.0968-0.2495,-0.0591-0.1407,0.0-0.0,0.0-0.0,-0.0591-0.1407,-0.0735-0.635,0.0-0.0,-0.0689-0.1641,-0.2067-0.4924,0.0-0.0,-0.1635-0.5308
