There'stheGirl,intro,C,Z,NonHarmonic,NonHarmonic,0,0,0
There'stheGirl,intro,C,B:min,I,min,1,4,0
There'stheGirl,intro,C,F#:min7,V,min7,2,4,0
There'stheGirl,intro,C,G:maj6,bVI,maj6,3,4,0
There'stheGirl,intro,C,A:maj(9),bVII,maj(9),4,4,0
There'stheGirl,intro,C,B:min,I,min,1,5,0
There'stheGirl,intro,C,F#:min7,V,min7,2,5,0
There'stheGirl,intro,C,G:maj6,bVI,maj6,3,5,0
There'stheGirl,intro,C,A:maj(9),bVII,maj(9),4,5,0
There'stheGirl,verse,A,A:maj(9),bVII,maj(9),5,5,0
There'stheGirl,verse,A,B:min,I,min,1,4,0
There'stheGirl,verse,A,G:maj,bVI,maj,2,4,0
There'stheGirl,verse,A,A:maj,bVII,maj,2,4,0
There'stheGirl,verse,A,B:min,I,min,3,4,0
There'stheGirl,verse,A,G:maj,bVI,maj,4,4,0
There'stheGirl,verse,A,A:maj,bVII,maj,4,4,0
There'stheGirl,verse,A,E:min9,IV,min9,1,4,0
There'stheGirl,verse,A,F#:min7,V,min7,2,4,0
There'stheGirl,verse,A,B:min(11),I,min(11),3,4,0
There'stheGirl,verse,A,G:maj,bVI,maj,4,4,0
There'stheGirl,verse,A,A:maj,bVII,maj,4,4,0
There'stheGirl,verse,A,B:min,I,min,1,6,0
There'stheGirl,verse,A,G:maj,bVI,maj,2,6,0
There'stheGirl,verse,A,A:maj,bVII,maj,2,6,0
There'stheGirl,verse,A,E:min9,IV,min9,3,6,0
There'stheGirl,verse,A,F#:min7,V,min7,4,6,0
There'stheGirl,verse,A,G:maj,bVI,maj,5,6,0
There'stheGirl,chorus,B,A:maj,bVII,maj,6,6,0
There'stheGirl,chorus,B,B:min7,I,min7,1,4,0
There'stheGirl,chorus,B,F#:min7,V,min7,2,4,0
There'stheGirl,chorus,B,G:maj,bVI,maj,3,4,0
There'stheGirl,chorus,B,A:maj,bVII,maj,4,4,0
There'stheGirl,chorus,B,B:min7,I,min7,1,4,0
There'stheGirl,chorus,B,F#:min7,V,min7,2,4,0
There'stheGirl,chorus,B,G:maj,bVI,maj,3,4,0
There'stheGirl,transition,B,A:maj,bVII,maj,4,4,0
There'stheGirl,transition,B,B:min7,I,min7,1,4,0
There'stheGirl,transition,B,F#:min7,V,min7,2,4,0
There'stheGirl,transition,B,G:maj,bVI,maj,3,4,0
There'stheGirl,verse,A,A:maj,bVII,maj,4,4,0
There'stheGirl,verse,A,B:min,I,min,1,4,0
There'stheGirl,verse,A,G:maj,bVI,maj,2,4,0
There'stheGirl,verse,A,A:maj,bVII,maj,2,4,0
