TimeWillReveal,intro,A,F:min/5,IV,min/5,1,2,0
TimeWillReveal,intro,A,C:maj,I,maj,1,2,0
TimeWillReveal,intro,A,F:min/5,IV,min/5,2,2,0
TimeWillReveal,intro,A,C:maj,I,maj,2,2,0
TimeWillReveal,verse,B',F:min6/5,IV,min6/5,1,2,0
TimeWillReveal,verse,B',C:maj7,I,maj7,1,2,0
TimeWillReveal,verse,B',F:min6/5,IV,min6/5,2,2,0
TimeWillReveal,verse,B',C:maj7,I,maj7,2,2,0
TimeWillReveal,verse,B',F:min6/5,IV,min6/5,1,2,0
TimeWillReveal,verse,B',C:maj9,I,maj9,1,2,0
TimeWillReveal,verse,B',F:min6/5,IV,min6/5,2,2,0
TimeWillReveal,verse,B',B:min7,VII,min7,2,2,0
TimeWillReveal,verse,B',E:7(#11),III,7(#11),2,2,0
TimeWillReveal,verse,B',A:min7,VI,min7,1,2,0
TimeWillReveal,verse,B',D:7,II,7,1,2,0
TimeWillReveal,verse,B',G:7,V,7,1,2,0
TimeWillReveal,verse,B',A:min7,VI,min7,2,2,0
TimeWillReveal,verse,B',D:7,II,7,2,2,0
TimeWillReveal,verse,B',B:min7/b9,VII,min7/b9,2,2,0
TimeWillReveal,verse,B,F:min6/5,IV,min6/5,1,2,0
TimeWillReveal,verse,B,C:maj7,I,maj7,1,2,0
TimeWillReveal,verse,B,F:min6/5,IV,min6/5,2,2,0
TimeWillReveal,verse,B,C:maj7,I,maj7,2,2,0
TimeWillReveal,verse,B,F:min6/5,IV,min6/5,1,2,0
TimeWillReveal,verse,B,C:maj9,I,maj9,1,2,0
TimeWillReveal,verse,B,F:min6/5,IV,min6/5,2,2,0
TimeWillReveal,verse,B,B:min7,VII,min7,2,2,0
TimeWillReveal,verse,B,E:7(#11),III,7(#11),2,2,0
TimeWillReveal,verse,B,A:min7,VI,min7,1,3,0
TimeWillReveal,verse,B,D:7,II,7,1,3,0
TimeWillReveal,verse,B,G:sus4(b7),V,sus4(b7),1,3,0
TimeWillReveal,verse,B,G:7,V,7,1,3,0
TimeWillReveal,verse,B,A:min7,VI,min7,2,3,0
TimeWillReveal,verse,B,D:7,II,7,2,3,0
TimeWillReveal,verse,B,G:sus4(b7),V,sus4(b7),2,3,0
TimeWillReveal,verse,B,G:7,V,7,2,3,0
TimeWillReveal,verse,B,A:min7,VI,min7,3,3,0
TimeWillReveal,verse,B,D:7,II,7,3,3,0
TimeWillReveal,pre-chorus,C,G:maj7,V,maj7,1,2,0
TimeWillReveal,pre-chorus,C,C:sus4(b7),I,sus4(b7),1,2,0
TimeWillReveal,pre-chorus,C,F:maj7,IV,maj7,1,2,0
TimeWillReveal,pre-chorus,C,Bb:sus4(b7),bVII,sus4(b7),1,2,0
TimeWillReveal,pre-chorus,C,D:min7,II,min7,2,2,0
TimeWillReveal,pre-chorus,C,E:min7,III,min7,2,2,0
TimeWillReveal,pre-chorus,C,F:maj7,IV,maj7,2,2,0
TimeWillReveal,pre-chorus,C,G:sus4(b7),V,sus4(b7),2,2,0
TimeWillReveal,chorus,D,C:sus4,I,sus4,1,2,0
TimeWillReveal,chorus,D,C:maj,I,maj,1,2,0
TimeWillReveal,chorus,D,E:min7,III,min7,1,2,0
TimeWillReveal,chorus,D,F:maj7,IV,maj7,2,2,0
TimeWillReveal,chorus,D,F:maj/9,IV,maj/9,2,2,0
TimeWillReveal,chorus,D,G#:dim,bVI,dim,2,2,0
TimeWillReveal,chorus,D,A:min7,VI,min7,1,3,0
TimeWillReveal,chorus,D,E:min7,III,min7,1,3,0
TimeWillReveal,chorus,D,F#:min7,bV,min7,2,3,0
TimeWillReveal,chorus,D,B:7,VII,7,2,3,0
TimeWillReveal,chorus,D,B:aug(b7)/3,VII,aug(b7)/3,2,3,0
TimeWillReveal,chorus,D,E:min7,III,min7,3,3,0
TimeWillReveal,chorus,D,A:min7,VI,min7,3,3,0
TimeWillReveal,chorus,D,D:min7,II,min7,3,3,0
TimeWillReveal,chorus,D,G:7,V,7,3,3,0
TimeWillReveal,interlude,A,F:min/5,IV,min/5,1,2,0
TimeWillReveal,interlude,A,C:maj7,I,maj7,1,2,0
TimeWillReveal,interlude,A,F:min6/5,IV,min6/5,2,2,0
TimeWillReveal,interlude,A,C:maj7,I,maj7,2,2,0
TimeWillReveal,verse,B,F:min6/5,IV,min6/5,1,2,0
TimeWillReveal,verse,B,C:maj7,I,maj7,1,2,0
TimeWillReveal,verse,B,F:min6/5,IV,min6/5,2,2,0
TimeWillReveal,verse,B,C:maj7,I,maj7,2,2,0
TimeWillReveal,verse,B,F:min6/5,IV,min6/5,1,2,0
TimeWillReveal,verse,B,C:maj9,I,maj9,1,2,0
TimeWillReveal,verse,B,F:min6/5,IV,min6/5,2,2,0
TimeWillReveal,verse,B,B:min7,VII,min7,2,2,0
TimeWillReveal,verse,B,E:7(#11),III,7(#11),2,2,0
