She'sALady,intro,A,Z,NonHarmonic,NonHarmonic,0,0,0
She'sALady,intro,A,E:min,II,min,1,4,0
She'sALady,intro,A,E:min,II,min,2,4,0
She'sALady,intro,A,E:min,II,min,3,4,0
She'sALady,verse,B,E:min,II,min,4,4,0
She'sALady,verse,B,E:min,II,min,1,4,0
She'sALady,verse,B,E:min,II,min,2,4,0
She'sALady,verse,B,D:maj7,I,maj7,3,4,0
She'sALady,verse,B,D:maj7,I,maj7,4,4,0
She'sALady,verse,B,E:min,II,min,1,4,0
She'sALady,verse,B,E:min,II,min,2,4,0
She'sALady,verse,B,D:maj7,I,maj7,3,4,0
She'sALady,chorus,C,D:maj7,I,maj7,4,4,0
She'sALady,chorus,C,E:min,II,min,1,4,0
She'sALady,chorus,C,"A:sus4(b7,9)",V,"sus4(b7,9)",2,4,0
She'sALady,chorus,C,D:maj7,I,maj7,3,4,0
She'sALady,chorus,C,D:maj7,I,maj7,4,4,0
She'sALady,chorus,C,E:min,II,min,1,4,0
She'sALady,chorus,C,"A:sus4(b7,9)",V,"sus4(b7,9)",2,4,0
She'sALady,chorus,C,B:min,VI,min,3,4,0
She'sALady,verse,B,B:min,VI,min,4,4,0
She'sALady,verse,B,E:min,II,min,1,4,0
She'sALady,verse,B,E:min,II,min,2,4,0
She'sALady,verse,B,D:maj7,I,maj7,3,4,0
She'sALady,verse,B,D:maj7,I,maj7,4,4,0
She'sALady,verse,B,E:min,II,min,1,4,0
She'sALady,verse,B,E:min,II,min,2,4,0
She'sALady,verse,B,D:maj7,I,maj7,3,4,0
She'sALady,chorus,C,D:maj7,I,maj7,4,4,0
She'sALady,chorus,C,E:min,II,min,1,4,0
She'sALady,chorus,C,"A:sus4(b7,9)",V,"sus4(b7,9)",2,4,0
She'sALady,chorus,C,D:maj7,I,maj7,3,4,0
She'sALady,chorus,C,D:maj7,I,maj7,4,4,0
She'sALady,chorus,C,E:min,II,min,1,4,0
She'sALady,chorus,C,"A:sus4(b7,9)",V,"sus4(b7,9)",2,4,0
She'sALady,chorus,C,B:min,VI,min,3,4,0
She'sALady,bridge,D,B:min,VI,min,4,4,0
She'sALady,bridge,D,Bb:maj,I,maj,1,4,0
She'sALady,bridge,D,F:maj/3,V,maj/3,1,4,0
She'sALady,bridge,D,Eb:maj,IV,maj,2,4,0
She'sALady,bridge,D,Bb:maj,I,maj,2,4,0
She'sALady,bridge,D,Bb:maj,I,maj,3,4,0
She'sALady,bridge,D,F:maj/3,V,maj/3,3,4,0
She'sALady,bridge,D,Eb:maj,IV,maj,4,4,0
She'sALady,bridge,D,Bb:maj,I,maj,4,4,0
She'sALady,bridge,D,Bb:maj,I,maj,1,4,0
She'sALady,bridge,D,F:maj/3,V,maj/3,1,4,0
She'sALady,bridge,D,Eb:maj,IV,maj,2,4,0
She'sALady,bridge,D,Bb:maj,I,maj,2,4,0
She'sALady,bridge,D,Bb:maj,I,maj,3,4,0
She'sALady,bridge,D,F:maj/3,V,maj/3,3,4,0
She'sALady,bridge,D,Eb:maj,IV,maj,4,4,0
She'sALady,bridge,D,G:maj,VI,maj,1,3,0
She'sALady,bridge,D,A:maj,VII,maj,2,3,0
She'sALady,verse,B,A:maj,VII,maj,3,3,0
She'sALady,verse,B,E:min,II,min,1,4,0
She'sALady,verse,B,"A:sus4(b7,9)",V,"sus4(b7,9)",2,4,0
She'sALady,verse,B,D:maj7,I,maj7,3,4,0
She'sALady,verse,B,D:maj7,I,maj7,4,4,0
She'sALady,verse,B,E:min,II,min,1,4,0
She'sALady,verse,B,"A:sus4(b7,9)",V,"sus4(b7,9)",2,4,0
She'sALady,verse,B,B:min,VI,min,3,4,0
She'sALady,chorus,C,B:min,VI,min,4,4,0
She'sALady,chorus,C,E:min,II,min,1,4,0
She'sALady,chorus,C,"A:sus4(b7,9)",V,"sus4(b7,9)",2,4,0
She'sALady,chorus,C,D:maj7,I,maj7,3,4,0
She'sALady,chorus,C,D:maj7,I,maj7,4,4,0
She'sALady,chorus,C,E:min,II,min,1,4,0
She'sALady,chorus,C,"A:sus4(b7,9)",V,"sus4(b7,9)",2,4,0
She'sALady,chorus,C,B:min,VI,min,3,4,0
She'sALady,outro,C,B:min,VI,min,4,4,0
She'sALady,outro,C,E:min,II,min,1,4,0
She'sALady,outro,C,"A:sus4(b7,9)",V,"sus4(b7,9)",2,4,0
She'sALady,outro,C,D:maj7,I,maj7,3,4,0
She'sALady,outro,C,D:maj7,I,maj7,4,4,0
She'sALady,outro,C,E:min,II,min,1,4,0
She'sALady,outro,C,"A:sus4(b7,9)",V,"sus4(b7,9)",2,4,0
She'sALady,outro,C,D:maj7,I,maj7,3,4,0
She'sALady,outro,C,D:maj7,I,maj7,4,4,0
She'sALady,outro,C,E:min,II,min,1,4,0
She'sALady,outro,C,"A:sus4(b7,9)",V,"sus4(b7,9)",2,4,0
She'sALady,outro,C,B:min,VI,min,3,4,0
She'sALady,outro,C,B:min,VI,min,4,4,0
TaintedLove,intro,A,G:1,I,1,1,2,0
TaintedLove,intro,A,G:1,I,1,2,2,0
TaintedLove,trans,B,G:1,I,1,1,2,0
TaintedLove,trans,B,Bb:1,bIII,1,1,2,0
TaintedLove,trans,B,Eb:1,bVI,1,1,2,0
TaintedLove,trans,B,C:1,IV,1,1,2,0
TaintedLove,trans,B,G:1,I,1,2,2,0
TaintedLove,trans,B,Bb:1,bIII,1,2,2,0
TaintedLove,trans,B,Eb:1,bVI,1,2,2,0
TaintedLove,trans,B,C:1,IV,1,2,2,0
TaintedLove,verse,C,G:1,I,1,1,4,0
TaintedLove,verse,C,Bb:1,bIII,1,1,4,0
TaintedLove,verse,C,Eb:1,bVI,1,1,4,0
TaintedLove,verse,C,C:1,IV,1,1,4,0
TaintedLove,verse,C,G:1,I,1,2,4,0
TaintedLove,verse,C,Bb:1,bIII,1,2,4,0
TaintedLove,verse,C,Eb:1,bVI,1,2,4,0
TaintedLove,verse,C,C:1,IV,1,2,4,0
TaintedLove,verse,C,G:1,I,1,3,4,0
TaintedLove,verse,C,Bb:1,bIII,1,3,4,0
TaintedLove,verse,C,Eb:1,bVI,1,3,4,0
TaintedLove,verse,C,C:1,IV,1,3,4,0
TaintedLove,verse,C,G:1,I,1,4,4,0
TaintedLove,verse,C,G:min/b3,I,min/b3,4,4,0
TaintedLove,verse,C,G:1,I,1,1,4,0
TaintedLove,verse,C,G:min/b3,I,min/b3,1,4,0
TaintedLove,verse,C,G:1,I,1,2,4,0
TaintedLove,verse,C,G:min/b3,I,min/b3,2,4,0
TaintedLove,verse,C,G:1,I,1,3,4,0
TaintedLove,verse,C,G:min/b3,I,min/b3,3,4,0
TaintedLove,verse,C,G:1,I,1,4,4,0
TaintedLove,verse,C,Bb:1,bIII,1,4,4,0
TaintedLove,chorus,D,G:1,I,1,1,5,0
TaintedLove,chorus,D,Bb:1,bIII,1,2,5,0
TaintedLove,chorus,D,Eb:1,bVI,1,3,5,0
TaintedLove,chorus,D,C:min,IV,min,4,5,0
TaintedLove,chorus,D,C:min,IV,min,5,5,0
TaintedLove,trans,B,G:1,I,1,1,2,0
TaintedLove,trans,B,Bb:1,bIII,1,1,2,0
TaintedLove,trans,B,Eb:1,bVI,1,1,2,0
TaintedLove,trans,B,C:1,IV,1,1,2,0
TaintedLove,trans,B,G:1,I,1,2,2,0
TaintedLove,trans,B,Bb:1,bIII,1,2,2,0
TaintedLove,trans,B,Eb:1,bVI,1,2,2,0
TaintedLove,trans,B,C:1,IV,1,2,2,0
TaintedLove,verse,C,G:1,I,1,1,4,0
TaintedLove,verse,C,Bb:1,bIII,1,1,4,0
TaintedLove,verse,C,Eb:1,bVI,1,1,4,0
TaintedLove,verse,C,C:1,IV,1,1,4,0
TaintedLove,verse,C,G:1,I,1,2,4,0
TaintedLove,verse,C,Bb:1,bIII,1,2,4,0
TaintedLove,verse,C,Eb:1,bVI,1,2,4,0
TaintedLove,verse,C,C:1,IV,1,2,4,0
TaintedLove,verse,C,G:1,I,1,3,4,0
TaintedLove,verse,C,Bb:1,bIII,1,3,4,0
TaintedLove,verse,C,Eb:1,bVI,1,3,4,0
TaintedLove,verse,C,C:1,IV,1,3,4,0
TaintedLove,verse,C,G:1,I,1,4,4,0
TaintedLove,verse,C,G:min/b3,I,min/b3,4,4,0
TaintedLove,verse,C,G:1,I,1,1,4,0
TaintedLove,verse,C,G:min/b3,I,min/b3,1,4,0
TaintedLove,verse,C,G:1,I,1,2,4,0
TaintedLove,verse,C,G:min/b3,I,min/b3,2,4,0
TaintedLove,verse,C,G:1,I,1,3,4,0
TaintedLove,verse,C,G:min/b3,I,min/b3,3,4,0
TaintedLove,verse,C,G:1,I,1,4,4,0
TaintedLove,verse,C,Bb:1,bIII,1,4,4,0
TaintedLove,chorus,D,G:1,I,1,1,5,0
TaintedLove,chorus,D,Bb:1,bIII,1,2,5,0
TaintedLove,chorus,D,Eb:1,bVI,1,3,5,0
TaintedLove,chorus,D,C:min,IV,min,4,5,0
TaintedLove,chorus,D,C:min,IV,min,5,5,0
TaintedLove,trans,B,G:1,I,1,1,2,0
TaintedLove,trans,B,Bb:1,bIII,1,1,2,0
TaintedLove,trans,B,Eb:1,bVI,1,1,2,0
TaintedLove,trans,B,C:1,IV,1,1,2,0
TaintedLove,trans,B,G:1,I,1,2,2,0
TaintedLove,trans,B,Bb:1,bIII,1,2,2,0
TaintedLove,trans,B,Eb:1,bVI,1,2,2,0
TaintedLove,trans,B,C:1,IV,1,2,2,0
TaintedLove,verse,C,G:1,I,1,1,4,0
TaintedLove,verse,C,Bb:1,bIII,1,1,4,0
TaintedLove,verse,C,Eb:1,bVI,1,1,4,0
TaintedLove,verse,C,C:1,IV,1,1,4,0
TaintedLove,verse,C,G:1,I,1,2,4,0
TaintedLove,verse,C,Bb:1,bIII,1,2,4,0
TaintedLove,verse,C,Eb:1,bVI,1,2,4,0
TaintedLove,verse,C,C:1,IV,1,2,4,0
TaintedLove,verse,C,G:1,I,1,3,4,0
TaintedLove,verse,C,Bb:1,bIII,1,3,4,0
TaintedLove,verse,C,Eb:1,bVI,1,3,4,0
TaintedLove,verse,C,C:1,IV,1,3,4,0
